380,5,110,298,213,35
380,5,110,298,213,37
380,5,110,298,213,315
380,5,110,298,126,314
380,5,110,298,214,36
380,5,110,298,127,315
380,5,110,298,128,316
380,5,110,298,215,37
380,5,110,303
380,5,110,26
380,5,110,304
380,5,110,27
380,5,110,305
380,5,110,28
380,5,110,306
380,5,197,19,213,35
380,5,197,19,213,37
380,5,197,19,213,315
380,5,197,19,126,314
380,5,197,19,214,36
380,5,197,19,127,315
380,5,197,19,128,316
380,5,197,19,215,37
380,5,197,24,215,37
380,5,197,24
380,5,197,302,125,315
380,5,197,302,127,315
380,5,197,302
380,5,197,25
380,5,197,303
380,5,197,26
380,5,197,304
380,5,197,27
380,5,198,20,214,36
380,5,198,20,127,315
380,5,198,20,128,316
380,5,198,20,215,37
380,5,198,25
380,5,198,303
380,5,198,26
380,5,198,304
380,5,198,27
380,5,111,299,126,314
380,5,111,299,214,36
380,5,111,299,127,315
380,5,111,299,128,316
380,5,111,299,215,37
380,5,111,303
380,5,111,26
380,5,111,304
380,5,111,27
380,5,111,305
380,5,111,28
380,5,111,306
380,5,199,21,128,316
380,5,199,21,215,37
380,5,199,24,215,37
380,5,199,24
380,5,199,302,125,315
380,5,199,302,127,315
380,5,199,302
380,5,199,25
380,5,199,303
380,5,199,26
380,5,199,304
380,5,199,27
380,5,112,300,213,35
380,5,112,300,213,37
380,5,112,300,213,315
380,5,112,300,126,314
380,5,112,300,214,36
380,5,112,300,127,315
380,5,112,300,128,316
380,5,112,300,215,37
380,5,112,303
380,5,112,26
380,5,112,304
380,5,112,27
380,5,112,305
380,5,112,28
380,5,112,306
380,5,200,22,215,37
380,5,200,25
380,5,200,303
380,5,200,26
380,5,200,304
380,5,200,27
380,5,113,301,126,314
380,5,113,301,214,36
380,5,113,301,127,315
380,5,113,301,128,316
380,5,113,301,215,37
380,5,113,303
380,5,113,26
380,5,113,304
380,5,113,27
380,5,113,305
380,5,113,28
380,5,113,306
380,5,114,302,127,315
380,5,114,302,128,316
380,5,114,302,215,37
380,5,114,304
380,5,114,27
380,5,114,305
380,5,114,28
380,5,114,306
380,5,201,303
380,5,201,26
380,5,201,304
380,5,201,27
380,5,202,24
380,5,202,26
380,5,202,304
380,5,202,27
380,5,115,303
380,5,203,25
380,5,203,27
380,5,116,304
380,5,117,305
380,5,204,26
380,5,118,306
98,286,199,21,128,316
98,286,199,21,215,37
98,286,199,21,129,317
98,286,199,303
98,286,199,26
98,286,199,304
98,286,199,27
98,286,199,305
98,286,199,28
98,286,199,306
98,286,199,29
98,286,112,300,127,315
98,286,112,300,128,316
98,286,112,300,215,37
98,286,112,300,129,317
98,286,112,304
98,286,112,27
98,286,112,305
98,286,112,28
98,286,112,306
98,286,112,29
98,286,112,307
98,286,112,30
98,286,112,308
98,286,200,22,215,37
98,286,200,22,129,317
98,286,200,26
98,286,200,304
98,286,200,27
98,286,200,305
98,286,200,28
98,286,200,306
98,286,200,29
98,286,113,301,128,316
98,286,113,301,215,37
98,286,113,301,129,317
98,286,113,305
98,286,113,28
98,286,113,306
98,286,113,29
98,286,113,307
98,286,113,30
98,286,113,308
98,286,114,302,127,315
98,286,114,302,128,316
98,286,114,302,215,37
98,286,114,302,129,317
98,286,114,304
98,286,114,27
98,286,114,305
98,286,114,28
98,286,114,306
98,286,114,29
98,286,114,307
98,286,114,30
98,286,114,308
98,286,201,303
98,286,201,26
98,286,201,304
98,286,201,27
98,286,201,305
98,286,201,28
98,286,201,306
98,286,201,29
98,286,202,26
98,286,202,304
