382,100,288,115,29
382,100,288,115,307
382,100,288,115,30
382,100,288,115,308
382,100,288,115,31
382,100,288,115,309
382,100,288,115,32
382,100,288,115,310
382,100,288,203,27
382,100,288,203,305
382,100,288,203,28
382,100,288,203,306
382,100,288,203,29
382,100,288,203,307
382,100,288,203,30
382,100,288,203,308
382,100,288,203,31
382,100,288,116,30
382,100,288,116,308
382,100,288,116,31
382,100,288,116,309
382,100,288,116,32
382,100,288,116,310
382,100,288,117,31
382,100,288,117,309
382,100,288,117,32
382,100,288,117,310
382,100,288,204,29
382,100,288,204,307
382,100,288,204,30
382,100,288,204,308
382,100,288,204,31
382,100,288,118,309
382,100,288,118,32
382,100,288,118,310
382,100,288,205,27
382,100,288,205,30
382,100,288,205,308
382,100,288,205,31
382,100,288,119,307
382,100,288,119,310
382,100,288,206,28
382,100,288,206,31
382,100,288,120,308
382,100,288,207,29
382,100,288,121,309
382,100,288,208,30
382,100,288,209,31
382,100,291,205,27
382,100,291,205,30
382,100,291,205,308
382,100,291,205,31
382,100,291,119,307
382,100,291,119,310
382,100,291,206,28
382,100,291,206,31
382,100,291,120,308
382,100,291,207,29
382,100,291,121,309
382,100,291,208,30
382,100,291,209,31
382,100,14,207,29
382,100,14,207,32
382,100,14,207,310
382,100,14,121,309
382,100,14,208,30
382,100,14,209,31
382,100,14,123,311
382,100,14,210,32
382,100,292,205,27
382,100,292,205,30
382,100,292,205,308
382,100,292,205,31
382,100,292,119,307
382,100,292,119,310
382,100,292,206,28
382,100,292,206,31
382,100,292,120,308
382,100,292,207,29
382,100,292,121,309
382,100,292,208,30
382,100,292,209,31
382,100,15,207,29
382,100,15,207,32
382,100,15,207,310
382,100,15,121,309
382,100,15,208,30
382,100,15,209,31
382,100,15,123,311
382,100,15,210,32
382,100,293,206,28
382,100,293,206,31
382,100,293,120,308
382,100,293,207,29
382,100,293,121,309
382,100,293,208,30
382,100,293,209,31
382,100,16,208,30
382,100,16,209,31
382,100,16,123,311
382,100,16,210,32
382,100,294,207,29
382,100,294,121,309
382,100,294,208,30
382,100,294,209,31
382,100,17,209,31
382,100,17,123,311
382,100,17,210,32
382,100,295,121,309
382,100,295,208,30
382,100,295,209,31
382,100,18,210,32
382,100,296,209,31
99,287,200,22,215,37
99,287,200,22,215,318
