Rake Num,Start Stn,Start Time,End Stn,End Time,Duty Num
719,KKDA DN,11:39,MKPR,12:16,215
719,MKPR,12:17,PBGW DN,12:32,215
719,PBGW DN,12:32,IPE,13:31,222
719,IPE,13:31,KKDA DN,13:37,222
719,KKDA DN,13:37,MKPR,14:15,222
719,MKPR,14:16,PBGW DN,14:30,222
719,PBGW DN,14:30,IPE,15:29,228
719,IPE,15:29,KKDA DN,15:36,228
719,KKDA DN,15:36,MKPR,16:14,228
719,MKPR,16:15,PBGW DN,16:29,228
719,PBGW DN,16:29,IPE,17:28,226
719,IPE,17:28,KKDA DN,17:35,226
719,KKDA DN,17:35,MKPR,18:13,226
719,MKPR,18:13,PBGW DN,18:28,226
719,PBGW DN,18:28,IPE,19:27,230
719,IPE,19:27,KKDA DN,19:34,230
719,KKDA DN,19:34,MKPR,20:11,230
719,MKPR,20:12,PBGW DN,20:27,230
719,PBGW DN,20:27,IPE,21:26,429
719,IPE,21:26,KKDA DN,21:32,429
719,KKDA DN,21:32,MKPR,22:10,429
719,MKPR,22:12,KKDA UP,22:50,429
719,KKDA UP,22:50,IPE,22:57,429
 , , , , , 
720,IPE,05:30,PBGW UP,06:38,404
720,PBGW UP,06:38,MKPR,06:53,209
720,MKPR,07:00,KKDA UP,07:37,209
720,KKDA UP,07:37,IPE,07:44,209
720,IPE,07:44,PBGW UP,08:44,209
720,PBGW UP,08:44,MKPR,08:59,208
720,MKPR,09:00,KKDA UP,09:37,208
720,KKDA UP,09:37,IPE,09:44,208
720,IPE,09:44,PBGW UP,10:44,208
720,PBGW UP,10:44,MKPR,10:59,408
720,MKPR,11:00,KKDA UP,11:37,408
720,KKDA UP,11:37,IPE,11:44,209
720,IPE,11:44,PBGW UP,12:44,209
720,PBGW UP,12:44,MKPR,12:59,414
720,MKPR,13:00,KKDA UP,13:37,414
720,KKDA UP,13:37,IPE,13:44,416
720,IPE,13:44,PBGW UP,14:44,416
720,PBGW UP,14:44,MKPR,14:59,416
720,MKPR,15:00,KKDA UP,15:37,416
720,KKDA UP,15:37,IPE,15:44,430
720,IPE,15:44,PBGW UP,16:44,430
720,PBGW UP,16:44,MKPR,16:59,430
720,MKPR,17:00,KKDA UP,17:37,430
720,KKDA UP,17:37,IPE,17:44,434
720,IPE,17:44,PBGW UP,18:44,434
720,PBGW UP,18:44,MKPR,18:59,241
720,MKPR,19:00,KKDA UP,19:37,241
720,KKDA UP,19:37,IPE,19:44,234
720,IPE,19:44,PBGW UP,20:44,234
720,PBGW UP,20:44,MKPR,20:59,235
720,MKPR,21:00,KKDA UP,21:37,235
720,KKDA UP,21:37,IPE,21:44,435
720,IPE,21:44,PBGW UP,22:44,435
720,PBGW UP,22:44,MKPR,22:59,435
720,MKPR,23:00,MUPR,23:22,435
720,MUPR,23:22,SVVR DN SDG STABLE,23:50,435
 , , , , , 
721,IPE,05:45,KKDA DN,05:50,408
721,KKDA DN,05:50,MKPR,06:31,408
721,MKPR,06:31,PBGW DN,06:45,408
721,PBGW DN,06:45,IPE,07:44,408
721,IPE,07:44,KKDA DN,07:51,408
721,KKDA DN,07:51,MKPR,08:29,415
721,MKPR,08:30,PBGW DN,08:44,415
721,PBGW DN,08:44,IPE,09:43,415
721,IPE,09:43,KKDA DN,09:50,415
721,KKDA DN,09:50,MKPR,10:28,413
721,MKPR,10:28,PBGW DN,10:43,413
721,PBGW DN,10:43,IPE,11:42,413
721,IPE,11:42,KKDA DN,11:49,413
721,KKDA DN,11:49,MKPR,12:26,419
721,MKPR,12:27,PBGW DN,12:42,419
721,PBGW DN,12:42,IPE,13:41,213
721,IPE,13:41,KKDA DN,13:47,213
721,KKDA DN,13:47,MKPR,14:25,213
721,MKPR,14:26,PBGW DN,14:40,213
721,PBGW DN,14:40,IPE,15:39,229
721,IPE,15:39,KKDA DN,15:46,229
721,KKDA DN,15:46,MKPR,16:24,229
721,MKPR,16:25,PBGW DN,16:39,229
721,PBGW DN,16:39,IPE,17:38,227
721,IPE,17:38,KKDA DN,17:45,227
721,KKDA DN,17:45,MKPR,18:23,227
721,MKPR,18:23,PBGW DN,18:38,227
721,PBGW DN,18:38,IPE,19:37,224
721,IPE,19:37,KKDA DN,19:44,224
721,KKDA DN,19:44,MKPR,20:21,224
721,MKPR,20:22,PBGW DN,20:37,224
721,PBGW DN,20:37,IPE,21:36,430
721,IPE,21:36,KKDA DN,21:42,430
721,KKDA DN,21:42,MKPR,22:20,430
721,MKPR,22:22,KKDA UP,23:00,430
721,KKDA UP,23:00,IPE,23:07,430
 , , , , , 
722,IPE,05:45,PBGW UP,06:49,407
722,PBGW UP,06:49,MKPR,07:04,407
722,MKPR,07:10,KKDA UP,07:47,407
722,KKDA UP,07:47,IPE,07:54,201
722,IPE,07:54,PBGW UP,08:54,201
722,PBGW UP,08:54,MKPR,09:09,204
722,MKPR,09:10,KKDA UP,09:47,204
722,KKDA UP,09:47,IPE,09:54,214
722,IPE,09:54,PBGW UP,10:54,214
722,PBGW UP,10:54,MKPR,11:09,403
722,MKPR,11:10,KKDA UP,11:47,403
722,KKDA UP,11:47,IPE,11:54,412
722,IPE,11:54,PBGW UP,12:54,412
722,PBGW UP,12:54,MKPR,13:09,412
722,MKPR,13:10,KKDA UP,13:47,412
722,KKDA UP,13:47,IPE,13:54,418
722,IPE,13:54,PBGW UP,14:54,418
722,PBGW UP,14:54,MKPR,15:09,418
722,MKPR,15:10,KKDA UP,15:47,418
722,KKDA UP,15:47,IPE,15:54,421
722,IPE,15:54,PBGW UP,16:54,421
722,PBGW UP,16:54,MKPR,17:09,421
722,MKPR,17:10,KKDA UP,17:47,421
722,KKDA UP,17:47,IPE,17:54,435
722,IPE,17:54,PBGW UP,18:54,435
722,PBGW UP,18:54,MKPR,19:09,431
722,MKPR,19:10,KKDA UP,19:47,431
722,KKDA UP,19:47,IPE,19:54,237
722,IPE,19:54,PBGW UP,20:54,237
722,PBGW UP,20:54,MKPR,21:09,236
722,MKPR,21:10,KKDA UP,21:47,236
722,KKDA UP,21:47,IPE,21:54,434
722,IPE,21:54,PBGW UP,22:54,434
722,PBGW UP,22:54,MKPR,23:09,434
722,MKPR,23:10,MUPR,23:32,434
722,MUPR,23:32,MUPR 4TH SDG,23:52,434
 , , , , , 
723,IPE,06:00,KKDA DN,06:06,410
723,KKDA DN,06:06,MKPR,06:44,410
723,MKPR,06:51,PBGW DN,07:05,410
723,PBGW DN,07:05,IPE,08:04,213
723,IPE,08:04,KKDA DN,08:11,213
723,KKDA DN,08:11,MKPR,08:49,213
723,MKPR,08:50,PBGW DN,09:04,213
723,PBGW DN,09:04,IPE,10:03,205
723,IPE,10:03,KKDA DN,10:10,205
723,KKDA DN,10:10,MKPR,10:48,418
723,MKPR,10:48,PBGW DN,11:03,418
723,PBGW DN,11:03,IPE,12:02,217
723,IPE,12:02,KKDA DN,12:09,217
723,KKDA DN,12:09,MKPR,12:46,217
723,MKPR,12:47,PBGW DN,13:02,217
723,PBGW DN,13:02,IPE,14:01,215
723,IPE,14:01,KKDA DN,14:07,215
723,KKDA DN,14:07,MKPR,14:45,215
723,MKPR,14:46,PBGW DN,15:00,215
723,PBGW DN,15:00,IPE,15:59,222
723,IPE,15:59,KKDA DN,16:06,222
723,KKDA DN,16:06,MKPR,16:44,222
723,MKPR,16:45,PBGW DN,16:59,222
723,PBGW DN,16:59,IPE,17:58,228
723,IPE,17:58,KKDA DN,18:05,228
723,KKDA DN,18:05,MKPR,18:43,228
723,MKPR,18:43,PBGW DN,18:58,228
723,PBGW DN,18:58,IPE,19:57,226
723,IPE,19:57,KKDA DN,20:04,226
723,KKDA DN,20:04,MKPR,20:41,226
723,MKPR,20:42,PBGW DN,20:57,226
723,PBGW DN,20:57,IPE,21:56,230
723,IPE,21:56,KKDA DN,22:02,230
723,KKDA DN,22:02,MKPR,22:40,230
 , , , , , 
724,IPE,06:00,PBGW UP,06:59,409
724,PBGW UP,06:59,MKPR,07:14,409
724,MKPR,07:20,KKDA UP,07:57,409
724,KKDA UP,07:57,IPE,08:04,405
724,IPE,08:04,PBGW UP,09:04,405
724,PBGW UP,09:04,MKPR,09:19,212
724,MKPR,09:20,KKDA UP,09:57,212
724,KKDA UP,09:57,IPE,10:04,212
724,IPE,10:04,PBGW UP,11:04,212
724,PBGW UP,11:04,MKPR,11:19,410
724,MKPR,11:20,KKDA UP,11:57,410
724,KKDA UP,11:57,IPE,12:04,211
724,IPE,12:04,PBGW UP,13:04,211
724,PBGW UP,13:04,MKPR,13:19,224
724,MKPR,13:20,KKDA UP,13:57,224
724,KKDA UP,13:57,IPE,14:04,224
724,IPE,14:04,PBGW UP,15:04,224
724,PBGW UP,15:04,MKPR,15:19,221
724,MKPR,15:20,KKDA UP,15:57,221
724,KKDA UP,15:57,IPE,16:04,422
724,IPE,16:04,PBGW UP,17:04,422
724,PBGW UP,17:04,MKPR,17:19,422
724,MKPR,17:20,KKDA UP,17:57,422
724,KKDA UP,17:57,IPE,18:04,437
724,IPE,18:04,PBGW UP,19:04,437
724,PBGW UP,19:04,MKPR,19:19,437
724,MKPR,19:20,KKDA UP,19:57,437
724,KKDA UP,19:57,IPE,20:04,425
724,IPE,20:04,PBGW UP,21:04,425
724,PBGW UP,21:04,MKPR,21:19,425
724,MKPR,21:20,KKDA UP,21:57,425
724,KKDA UP,21:57,IPE,22:04,233
724,IPE,22:04,PBGW UP,23:04,233
724,PBGW UP,23:04,MKPR,23:19,233
724,MKPR,23:21,SAKP,23:32,233
724,SAKP,23:32,SAKP 3RD PF STABLE,23:52,233
