Duty No,Sign On Time,Sign On Loc,Sign Off Loc,Sign Off Time,Driving Hrs,Duty Hrs,Same Jurisdiction,Rake Num,Start Stn,Start Time,End Stn,End Time,Service Duration,Break,StepBack Rake
432,,,,,,,,716,PBGW UP,22:24,KKDA UP,23:17,53,0,No StepBack
432,,,,,,,,716,KKDA UP,23:17,IPE,23:24,7,0,No StepBack
,,,,,,,,,,,,,
233,16:54,PBGW DN,SAKP 3RD PF STABLE,24:12,04:47,07:18,Yes,707,PBGW DN,17:09,KKDA DN,18:15,66,30,No StepBack
233,,,,,,,,701,KKDA DN,18:45,PBGW DN,19:38,53,56,No StepBack
233,,,,,,,,718,PBGW UP,20:34,KKDA UP,21:27,53,30,No StepBack
233,,,,,,,,724,KKDA UP,21:57,PBGW UP,23:04,67,0,No StepBack
233,,,,,,,,724,PBGW UP,23:04,MKPR,23:19,15,2,No StepBack
233,,,,,,,,724,MKPR,23:21,SAKP,23:32,11,0,No StepBack
233,,,,,,,,724,SAKP,23:32,SAKP 3RD PF STABLE,23:52,20,0,No StepBack
,,,,,,,,,,,,,
234,17:04,PBGW DN,MKPR,23:39,04:28,06:35,Yes,717,PBGW DN,17:19,KKDA DN,18:25,66,72,No StepBack
234,,,,,,,,720,KKDA UP,19:37,PBGW UP,20:44,67,30,No StepBack
234,,,,,,,,706,PBGW UP,21:14,KKDA UP,22:07,53,0,No StepBack
234,,,,,,,,706,KKDA UP,22:07,PBGW UP,23:14,67,0,No StepBack
234,,,,,,,,706,PBGW UP,23:14,MKPR,23:29,15,0,No StepBack
,,,,,,,,,,,,,
235,17:09,PBGW UP,DDSC SDG STABLE,24:04,04:25,06:55,Yes,702,PBGW UP,17:24,KKDA UP,18:17,53,50,No StepBack
235,,,,,,,,714,KKDA UP,19:07,PBGW UP,20:14,67,30,No StepBack
235,,,,,,,,720,PBGW UP,20:44,KKDA UP,21:37,53,35,No StepBack
235,,,,,,,,707,KKDA DN,22:12,PBGW DN,23:06,54,0,No StepBack
235,,,,,,,,707,PBGW DN,23:06,DDSC,23:24,18,0,No StepBack
235,,,,,,,,707,DDSC,23:24,DDSC SDG STABLE,23:44,20,0,No StepBack
,,,,,,,,,,,,,
433,17:10,KKDA DN,MUPR 4TH PF STABLE,23:32,03:51,06:22,Yes,713,KKDA DN,17:25,PBGW DN,18:18,53,56,No StepBack
433,,,,,,,,706,PBGW UP,19:14,KKDA UP,20:07,53,60,No StepBack
433,,,,,,,,714,KKDA UP,21:07,PBGW UP,22:14,67,0,No StepBack
433,,,,,,,,714,PBGW UP,22:14,MUPR,22:52,38,0,No StepBack
433,,,,,,,,714,MUPR,22:52,MUPR 4TH PF STABLE,23:12,20,0,No StepBack
,,,,,,,,,,,,,
236,17:19,PBGW UP,DDSC DN PF STABLE,24:14,04:25,06:55,Yes,710,PBGW UP,17:34,KKDA UP,18:27,53,50,No StepBack
236,,,,,,,,716,KKDA UP,19:17,PBGW UP,20:24,67,30,No StepBack
236,,,,,,,,722,PBGW UP,20:54,KKDA UP,21:47,53,35,No StepBack
236,,,,,,,,717,KKDA DN,22:22,PBGW DN,23:16,54,0,No StepBack
236,,,,,,,,717,PBGW DN,23:16,DDSC,23:34,18,0,No StepBack
236,,,,,,,,717,DDSC,23:34,DDSC DN PF STABLE,23:54,20,0,No StepBack
,,,,,,,,,,,,,
434,17:22,KKDA UP,MUPR 4TH SDG,24:12,04:18,06:50,Yes,720,KKDA UP,17:37,PBGW UP,18:44,67,74,No StepBack
434,,,,,,,,711,PBGW DN,19:58,KKDA DN,21:04,66,43,No StepBack
434,,,,,,,,722,KKDA UP,21:47,PBGW UP,22:54,67,0,No StepBack
434,,,,,,,,722,PBGW UP,22:54,MUPR,23:32,38,0,No StepBack
434,,,,,,,,722,MUPR,23:32,MUPR 4TH SDG,23:52,20,0,No StepBack
,,,,,,,,,,,,,
237,17:24,PBGW DN,MKPR,23:59,04:28,06:35,Yes,701,PBGW DN,17:39,KKDA DN,18:45,66,62,No StepBack
237,,,,,,,,722,KKDA UP,19:47,PBGW UP,20:54,67,40,No StepBack
237,,,,,,,,710,PBGW UP,21:34,KKDA UP,22:27,53,0,No StepBack
237,,,,,,,,710,KKDA UP,22:27,PBGW UP,23:34,67,0,No StepBack
237,,,,,,,,710,PBGW UP,23:34,MKPR,23:49,15,0,No StepBack
,,,,,,,,,,,,,
238,17:29,PBGW UP,MKPR,23:30,03:43,06:01,Yes,712,PBGW UP,17:44,KKDA UP,18:37,53,50,No StepBack
238,,,,,,,,718,KKDA UP,19:27,PBGW UP,20:34,67,33,No StepBack
238,,,,,,,,707,PBGW DN,21:07,KKDA DN,22:12,65,30,No StepBack
238,,,,,,,,701,KKDA DN,22:42,MKPR,23:20,38,0,No StepBack
,,,,,,,,,,,,,
435,17:32,KKDA UP,SVVR DN SDG STABLE,24:10,04:13,06:38,Yes,722,KKDA UP,17:47,PBGW UP,18:54,67,80,No StepBack
435,,,,,,,,714,PBGW UP,20:14,KKDA UP,21:07,53,30,No StepBack
435,,,,,,,,720,KKDA UP,21:37,PBGW UP,22:44,67,0,No StepBack
435,,,,,,,,720,PBGW UP,22:44,MUPR,23:22,38,0,No StepBack
435,,,,,,,,720,MUPR,23:22,SVVR DN SDG STABLE,23:50,28,0,No StepBack
,,,,,,,,,,,,,
436,17:40,KKDA DN,IPE,23:44,04:06,06:04,Yes,715,KKDA DN,17:55,PBGW DN,18:48,53,60,No StepBack
436,,,,,,,,709,PBGW DN,19:48,KKDA DN,20:54,66,33,No StepBack
436,,,,,,,,718,KKDA UP,21:27,PBGW UP,22:34,67,0,No StepBack
436,,,,,,,,718,PBGW UP,22:34,KKDA UP,23:27,53,0,No StepBack
436,,,,,,,,718,KKDA UP,23:27,IPE,23:34,7,0,No StepBack
,,,,,,,,,,,,,
437,17:42,KKDA UP,MVPO DN PF  STABLE,24:15,04:03,06:33,Yes,724,KKDA UP,17:57,PBGW UP,19:04,67,0,No StepBack
437,,,,,,,,724,PBGW UP,19:04,KKDA UP,19:57,53,67,No StepBack
437,,,,,,,,711,KKDA DN,21:04,PBGW DN,21:59,55,48,No StepBack
437,,,,,,,,715,PBGW DN,22:47,MVPO,23:35,48,0,No StepBack
437,,,,,,,,715,MVPO,23:35,MVPO DN PF  STABLE,23:55,20,0,No StepBack
,,,,,,,,,,,,,
239,17:49,PBGW UP,MKPR,24:09,04:01,06:20,Yes,708,PBGW UP,18:04,KKDA UP,18:57,53,77,No StepBack
239,,,,,,,,707,KKDA DN,20:14,PBGW DN,21:07,53,37,No StepBack
239,,,,,,,,712,PBGW UP,21:44,KKDA UP,22:37,53,0,No StepBack
239,,,,,,,,712,KKDA UP,22:37,PBGW UP,23:44,67,0,No StepBack
239,,,,,,,,712,PBGW UP,23:44,MKPR,23:59,15,0,No StepBack
,,,,,,,,,,,,,
240,17:59,PBGW UP,MKPR,23:53,03:44,05:54,Yes,714,PBGW UP,18:14,KKDA UP,19:07,53,60,No StepBack
240,,,,,,,,706,KKDA UP,20:07,PBGW UP,21:14,67,45,No StepBack
240,,,,,,,,711,PBGW DN,21:59,KKDA DN,23:05,66,0,No StepBack
240,,,,,,,,711,KKDA DN,23:05,MKPR,23:43,38,0,No StepBack
,,,,,,,,,,,,,
241,18:29,PBGW UP,MKPR,24:08,03:44,05:39,Yes,720,PBGW UP,18:44,KKDA UP,19:37,53,50,No StepBack
241,,,,,,,,710,KKDA UP,20:27,PBGW UP,21:34,67,40,No StepBack
241,,,,,,,,713,PBGW DN,22:14,KKDA DN,23:20,66,0,No StepBack
241,,,,,,,,713,KKDA DN,23:20,MKPR,23:58,38,0,No StepBack
,,,,,,,,,,,,,
438,18:40,KKDA DN,MUPR 3RD SDG,24:52,04:01,06:12,Yes,709,KKDA DN,18:55,PBGW DN,19:48,53,36,No StepBack
438,,,,,,,,716,PBGW UP,20:24,KKDA UP,21:17,53,60,No StepBack
438,,,,,,,,702,KKDA UP,22:17,PBGW UP,23:24,67,0,No StepBack
438,,,,,,,,702,PBGW UP,23:24,MUPR,24:12,48,0,No StepBack
438,,,,,,,,702,MUPR,24:12,MUPR 3RD SDG,24:32,20,0,No StepBack
,,,,,,,,,,,,,
