Duty No,Sign On Time,Sign On Loc,Sign Off Loc,Sign Off Time,Driving Hrs,Duty Hrs,Same Jurisdiction,Rake Num,Start Stn,Start Time,End Stn,End Time,Service Duration,Break,StepBack Rake
223,,,,,,,,323,DW DN,08:29,YB DN,09:25,56,0,No StepBack
223,,,,,,,,323,YB DN,09:25,YB UP,10:58,93,53,326
223,,,,,,,,321,YB DN,11:51,YB UP,13:23,92,0,324
223,,,,,,,,324,YB UP,13:23,DW UP,14:19,56,0,No StepBack
,,,,,,,,,,,,,
426,06:51,YB DN,YB UP,14:40,05:54,07:49,Yes,319,YB DN,07:06,YB UP,08:44,98,50,328
426,,,,,,,,325,YB UP,09:34,DW UP,10:30,56,0,No StepBack
426,,,,,,,,325,DW UP,10:30,DW DN,11:22,52,40,310
426,,,,,,,,319,DW DN,12:02,YB DN,12:58,56,0,No StepBack
426,,,,,,,,319,YB DN,12:58,YB UP,14:30,92,0,302
,,,,,,,,,,,,,
224,07:01,DSTO,DW DN,14:48,05:27,07:47,Yes,322,DSTO,07:16,DW DN,07:34,18,0,No StepBack
224,,,,,,,,322,DW DN,07:34,YB DN,08:30,56,33,No StepBack
224,,,,,,,,336,YB DN,09:03,YB UP,10:36,93,50,302
224,,,,,,,,332,YB UP,11:26,DW UP,12:22,56,0,No StepBack
224,,,,,,,,332,DW UP,12:22,DW DN,13:14,52,32,331
224,,,,,,,,317,DW UP,13:46,DW DN,14:38,52,0,310
,,,,,,,,,,,,,
427,07:01,VASI,YB DN,14:59,05:39,07:58,Yes,333,VASI,07:16,YB UP,07:32,16,0,No StepBack
427,,,,,,,,333,YB UP,07:32,DW UP,08:28,56,30,No StepBack
427,,,,,,,,311,DW DN,08:58,YB DN,09:54,56,0,No StepBack
427,,,,,,,,311,YB DN,09:54,YB UP,10:41,47,50,333
427,,,,,,,,331,YB UP,11:31,DW UP,12:27,56,34,No StepBack
427,,,,,,,,334,DW UP,13:01,DW DN,13:53,52,0,314
427,,,,,,,,314,DW DN,13:53,YB DN,14:49,56,0,No StepBack
,,,,,,,,,,,,,
428,07:07,NECC,YB UP,15:02,05:35,07:55,Yes,311,NECC,07:22,YB UP,08:00,38,0,No StepBack
428,,,,,,,,311,YB UP,08:00,DW UP,08:56,56,35,No StepBack
428,,,,,,,,319,DW DN,09:31,YB DN,10:27,56,50,No StepBack
428,,,,,,,,328,YB DN,11:17,YB UP,12:50,93,30,317
428,,,,,,,,333,YB DN,13:20,YB UP,14:52,92,0,303
,,,,,,,,,,,,,
225,07:17,NFD,DW DN,14:53,05:01,07:36,Yes,336,NFD,07:42,DW DN,08:07,25,0,No StepBack
225,,,,,,,,336,DW DN,08:07,YB DN,09:03,56,37,No StepBack
225,,,,,,,,301,YB UP,09:40,DW UP,10:36,56,52,No StepBack
225,,,,,,,,311,DW DN,11:28,YB DN,12:24,56,31,No StepBack
225,,,,,,,,310,YB UP,12:55,DW UP,13:51,56,0,No StepBack
225,,,,,,,,310,DW UP,13:51,DW DN,14:43,52,0,322
,,,,,,,,,,,,,
429,08:18,YB UP,YB DN,15:16,04:36,06:58,Yes,319,YB UP,08:33,DW UP,09:29,56,52,No StepBack
429,,,,,,,,328,DW DN,10:21,YB DN,11:17,56,31,No StepBack
429,,,,,,,,308,YB UP,11:48,DW UP,12:44,56,0,No StepBack
429,,,,,,,,308,DW UP,12:44,DW DN,13:36,52,34,305
429,,,,,,,,320,DW DN,14:10,YB DN,15:06,56,0,No StepBack
,,,,,,,,,,,,,
430,08:26,YB DN,YB UP,16:21,05:45,07:55,Yes,315,YB DN,08:41,YB UP,10:13,92,36,309
430,,,,,,,,332,YB DN,10:49,YB UP,11:37,48,0,303
430,,,,,,,,303,YB UP,11:37,DW UP,12:33,56,69,No StepBack
430,,,,,,,,309,DW DN,13:42,YB DN,14:38,56,0,No StepBack
430,,,,,,,,309,YB DN,14:38,YB UP,16:11,93,0,314
,,,,,,,,,,,,,
226,08:26,DW DN,DW DN,16:12,05:49,07:46,Yes,326,DW DN,08:41,YB DN,09:37,56,0,No StepBack
226,,,,,,,,326,YB DN,09:37,YB UP,11:09,92,53,306
226,,,,,,,,324,YB DN,12:02,YB UP,13:34,92,0,325
226,,,,,,,,325,YB UP,13:34,DW UP,14:30,56,39,No StepBack
226,,,,,,,,326,DW UP,15:09,DW DN,16:02,53,0,319
,,,,,,,,,,,,,
431,08:34,YB UP,YB DN,16:23,05:24,07:49,Yes,334,YB UP,08:49,DW UP,09:45,56,40,No StepBack
431,,,,,,,,324,DW UP,10:25,DW DN,11:17,52,0,325
431,,,,,,,,325,DW DN,11:17,YB DN,12:13,56,50,No StepBack
431,,,,,,,,336,YB DN,13:03,YB UP,13:51,48,0,307
431,,,,,,,,307,YB UP,13:51,DW UP,14:47,56,30,No StepBack
431,,,,,,,,336,DW DN,15:17,YB DN,16:13,56,0,No StepBack
,,,,,,,,,,,,,
227,08:37,DW DN,DW DN,16:28,05:28,07:51,Yes,306,DW DN,08:52,YB DN,09:48,56,36,No StepBack
227,,,,,,,,336,YB UP,10:24,DW UP,11:20,56,51,No StepBack
227,,,,,,,,330,DW UP,12:11,DW DN,13:03,52,0,332
227,,,,,,,,332,DW DN,13:03,YB DN,13:59,56,31,No StepBack
227,,,,,,,,302,YB UP,14:30,DW UP,15:26,56,0,No StepBack
227,,,,,,,,302,DW UP,15:26,DW DN,16:18,52,0,332
,,,,,,,,,,,,,
432,08:46,YB UP,YB UP,16:26,05:19,07:40,Yes,335,YB UP,09:01,DW UP,09:57,56,30,No StepBack
432,,,,,,,,305,DW DN,10:27,YB DN,11:23,56,56,No StepBack
432,,,,,,,,310,YB DN,12:19,YB UP,13:06,47,0,322
432,,,,,,,,322,YB UP,13:06,DW UP,14:02,56,30,No StepBack
432,,,,,,,,325,DW DN,14:32,YB DN,15:28,56,0,No StepBack
432,,,,,,,,325,YB DN,15:28,YB UP,16:16,48,0,322
,,,,,,,,,,,,,
228,08:48,DW DN,DW UP,16:37,05:24,07:49,Yes,307,DW DN,09:03,YB DN,09:59,56,53,No StepBack
228,,,,,,,,316,YB UP,10:52,DW UP,11:48,56,0,No StepBack
228,,,,,,,,316,DW UP,11:48,DW DN,12:41,53,33,326
228,,,,,,,,331,DW DN,13:14,YB DN,14:10,56,34,No StepBack
228,,,,,,,,334,YB DN,14:44,YB UP,15:31,47,0,335
228,,,,,,,,335,YB UP,15:31,DW UP,16:27,56,0,No StepBack
,,,,,,,,,,,,,
433,08:54,YB DN,YB UP,16:54,05:43,08:00,Yes,310,YB DN,09:09,YB UP,09:56,47,59,321
433,,,,,,,,314,YB DN,10:55,YB UP,12:27,92,0,313
433,,,,,,,,313,YB UP,12:27,DW UP,13:23,56,53,No StepBack
433,,,,,,,,323,DW DN,14:16,YB DN,15:12,56,0,No StepBack
433,,,,,,,,323,YB DN,15:12,YB UP,16:44,92,0,317
,,,,,,,,,,,,,
229,09:08,DW UP,DW UP,16:54,05:29,07:46,Yes,313,DW UP,09:23,DW DN,10:15,52,0,308
229,,,,,,,,308,DW DN,10:15,YB DN,11:12,57,31,No StepBack
229,,,,,,,,329,YB UP,11:43,DW UP,12:39,56,50,No StepBack
229,,,,,,,,320,DW UP,13:29,DW DN,14:21,52,0,328
229,,,,,,,,328,DW DN,14:21,YB DN,15:17,56,31,No StepBack
229,,,,,,,,308,YB UP,15:48,DW UP,16:44,56,0,No StepBack
,,,,,,,,,,,,,
434,09:11,YB UP,YB DN,16:57,05:24,07:46,Yes,305,YB UP,09:26,DW UP,10:22,56,53,No StepBack
434,,,,,,,,318,DW UP,11:15,DW DN,12:07,52,0,336
434,,,,,,,,336,DW DN,12:07,YB DN,13:03,56,34,No StepBack
434,,,,,,,,326,YB DN,13:37,YB UP,14:24,47,0,312
434,,,,,,,,312,YB UP,14:24,DW UP,15:20,56,30,No StepBack
434,,,,,,,,326,DW DN,15:50,YB DN,16:47,57,0,No StepBack
,,,,,,,,,,,,,
230,09:21,DW DN,DW UP,16:21,04:37,07:00,Yes,312,DW DN,09:36,YB DN,10:32,56,37,No StepBack
230,,,,,,,,306,YB UP,11:09,DW UP,12:05,56,50,No StepBack
230,,,,,,,,305,DW UP,12:55,DW DN,13:48,53,0,334
230,,,,,,,,334,DW DN,13:48,YB DN,14:44,56,31,No StepBack
230,,,,,,,,330,YB UP,15:15,DW UP,16:11,56,0,No StepBack
,,,,,,,,,,,,,
435,09:30,YB UP,YB DN,17:19,05:25,07:49,Yes,310,YB UP,09:45,DW UP,10:41,56,56,No StepBack
435,,,,,,,,333,DW UP,11:37,DW DN,12:29,52,0,316
435,,,,,,,,316,DW DN,12:29,YB DN,13:26,57,33,No StepBack
435,,,,,,,,332,YB DN,13:59,YB UP,14:47,48,0,331
435,,,,,,,,331,YB UP,14:47,DW UP,15:43,56,30,No StepBack
435,,,,,,,,330,DW DN,16:13,YB DN,17:09,56,0,No StepBack
,,,,,,,,,,,,,
231,09:33,DW DN,DW DN,17:19,05:49,07:46,Yes,334,DW DN,09:48,YB DN,10:44,56,0,No StepBack
231,,,,,,,,334,YB DN,10:44,YB UP,12:16,92,53,314
231,,,,,,,,302,YB DN,13:09,YB UP,14:41,92,0,333
231,,,,,,,,333,YB UP,14:41,DW UP,15:37,56,39,No StepBack
231,,,,,,,,334,DW UP,16:16,DW DN,17:09,53,0,301
,,,,,,,,,,,,,
436,09:33,YB DN,YB UP,17:11,05:44,07:38,Yes,306,YB DN,09:48,YB UP,11:20,92,0,307
436,,,,,,,,307,YB UP,11:20,DW UP,12:16,56,53,No StepBack
436,,,,,,,,301,DW DN,13:09,YB DN,14:05,56,0,No StepBack
436,,,,,,,,301,YB DN,14:05,YB UP,15:37,92,36,329
436,,,,,,,,336,YB DN,16:13,YB UP,17:01,48,0,311
,,,,,,,,,,,,,
232,09:36,DW UP,DW DN,17:07,05:09,07:31,Yes,317,DW UP,09:51,DW DN,10:43,52,67,335
232,,,,,,,,327,DW DN,11:50,YB DN,12:46,56,0,No StepBack
232,,,,,,,,327,YB DN,12:46,YB UP,14:19,93,50,319
232,,,,,,,,305,YB UP,15:09,DW UP,16:05,56,0,No StepBack
232,,,,,,,,305,DW UP,16:05,DW DN,16:57,52,0,334
,,,,,,,,,,,,,
437,09:44,YB DN,YB DN,17:02,04:56,07:18,Yes,307,YB DN,09:59,YB UP,11:31,92,42,331
437,,,,,,,,325,YB DN,12:13,YB UP,13:45,92,0,311
437,,,,,,,,311,YB UP,13:45,DW UP,14:41,56,75,No StepBack
437,,,,,,,,313,DW DN,15:56,YB DN,16:52,56,0,No StepBack
,,,,,,,,,,,,,
233,09:49,DW DN,DW DN,17:35,05:24,07:46,Yes,303,DW DN,10:04,YB DN,11:00,56,0,No StepBack
233,,,,,,,,303,YB DN,11:00,YB UP,11:48,48,50,308
233,,,,,,,,328,YB UP,12:38,DW UP,13:34,56,30,No StepBack
233,,,,,,,,304,DW DN,14:04,YB DN,15:00,56,37,No StepBack
233,,,,,,,,329,YB UP,15:37,DW UP,16:33,56,0,No StepBack
233,,,,,,,,329,DW UP,16:33,DW DN,17:25,52,0,320
,,,,,,,,,,,,,
438,09:50,YB DN,YB UP,17:22,05:08,07:32,Yes,333,YB DN,10:05,YB UP,10:52,47,53,316
438,,,,,,,,304,YB DN,11:45,YB UP,12:33,48,0,320
438,,,,,,,,320,YB UP,12:33,DW UP,13:29,56,33,No StepBack
438,,,,,,,,322,DW UP,14:02,DW DN,14:55,53,33,321
438,,,,,,,,311,DW DN,15:28,YB DN,16:24,56,0,No StepBack
438,,,,,,,,311,YB DN,16:24,YB UP,17:12,48,0,333
,,,,,,,,,,,,,
234,09:55,DW DN,DW UP,17:44,05:24,07:49,Yes,313,DW DN,10:10,YB DN,11:06,56,50,No StepBack
234,,,,,,,,320,YB DN,11:56,YB UP,12:44,48,0,309
234,,,,,,,,309,YB UP,12:44,DW UP,13:40,56,39,No StepBack
234,,,,,,,,324,DW UP,14:19,DW DN,15:11,52,0,318
234,,,,,,,,318,DW DN,15:11,YB DN,16:07,56,31,No StepBack
234,,,,,,,,327,YB UP,16:38,DW UP,17:34,56,0,No StepBack
,,,,,,,,,,,,,
439,09:58,YB UP,YB DN,17:41,05:23,07:43,Yes,309,YB UP,10:13,DW UP,11:09,56,30,No StepBack
439,,,,,,,,315,DW DN,11:39,YB DN,12:35,56,51,No StepBack
439,,,,,,,,316,YB DN,13:26,YB UP,14:13,47,0,326
439,,,,,,,,326,YB UP,14:13,DW UP,15:09,56,34,No StepBack
439,,,,,,,,331,DW UP,15:43,DW DN,16:35,52,0,303
439,,,,,,,,303,DW DN,16:35,YB DN,17:31,56,0,No StepBack
,,,,,,,,,,,,,
235,09:58,DW UP,DW DN,17:02,05:10,07:04,Yes,320,DW UP,10:13,DW DN,11:06,53,0,324
235,,,,,,,,324,DW DN,11:06,YB DN,12:02,56,33,No StepBack
235,,,,,,,,315,YB DN,12:35,YB UP,14:08,93,0,327
235,,,,,,,,327,YB UP,14:08,DW UP,15:04,56,56,No StepBack
235,,,,,,,,306,DW UP,16:00,DW DN,16:52,52,0,305
,,,,,,,,,,,,,
440,10:12,YB DN,YB UP,17:55,05:19,07:43,Yes,319,YB DN,10:27,YB UP,11:15,48,0,330
440,,,,,,,,330,YB UP,11:15,DW UP,12:11,56,30,No StepBack
440,,,,,,,,326,DW DN,12:41,YB DN,13:37,56,59,No StepBack
440,,,,,,,,332,YB UP,14:36,DW UP,15:32,56,30,No StepBack
440,,,,,,,,319,DW DN,16:02,YB DN,16:58,56,0,No StepBack
440,,,,,,,,319,YB DN,16:58,YB UP,17:45,47,0,330
,,,,,,,,,,,,,
441,10:26,YB UP,YB DN,18:20,05:30,07:54,Yes,333,YB UP,10:41,DW UP,11:37,56,50,No StepBack
441,,,,,,,,331,DW UP,12:27,DW DN,13:20,53,0,329
441,,,,,,,,329,DW DN,13:20,YB DN,14:16,56,36,No StepBack
441,,,,,,,,303,YB UP,14:52,DW UP,15:48,56,0,No StepBack
441,,,,,,,,303,DW UP,15:48,DW DN,16:41,53,33,306
441,,,,,,,,329,DW DN,17:14,YB DN,18:10,56,0,No StepBack
,,,,,,,,,,,,,
442,10:32,YB UP,YB UP,16:09,03:24,05:37,Yes,323,YB UP,10:47,DW UP,11:43,56,41,No StepBack
442,,,,,,,,333,DW DN,12:24,YB DN,13:20,56,67,No StepBack
442,,,,,,,,308,YB DN,14:27,YB UP,15:59,92,0,309
,,,,,,,,,,,,,
236,10:40,DW DN,DW UP,18:29,05:24,07:49,Yes,321,DW DN,10:55,YB DN,11:51,56,31,No StepBack
236,,,,,,,,304,YB UP,12:22,DW UP,13:18,56,0,No StepBack
236,,,,,,,,304,DW UP,13:18,DW DN,14:10,52,56,320
236,,,,,,,,327,DW DN,15:06,YB DN,16:02,56,33,No StepBack
236,,,,,,,,333,YB DN,16:35,YB UP,17:23,48,0,326
236,,,,,,,,326,YB UP,17:23,DW UP,18:19,56,0,No StepBack
,,,,,,,,,,,,,
443,10:43,YB UP,YB DN,17:36,04:37,06:53,Yes,326,YB UP,10:58,DW UP,11:54,56,0,No StepBack
443,,,,,,,,326,DW UP,11:54,DW DN,12:46,52,50,306
443,,,,,,,,305,DW DN,13:36,YB DN,14:33,57,31,No StepBack
443,,,,,,,,306,YB UP,15:04,DW UP,16:00,56,30,No StepBack
443,,,,,,,,335,DW DN,16:30,YB DN,17:26,56,0,No StepBack
,,,,,,,,,,,,,
237,10:43,DW UP,DW UP,18:36,05:51,07:53,Yes,315,DW UP,10:58,DW DN,11:50,52,45,327
237,,,,,,,,303,DW DN,12:35,YB DN,13:31,56,0,No StepBack
237,,,,,,,,303,YB DN,13:31,YB UP,15:04,93,52,306
237,,,,,,,,324,YB DN,15:56,YB UP,17:30,94,0,318
237,,,,,,,,318,YB UP,17:30,DW UP,18:26,56,0,No StepBack
,,,,,,,,,,,,,
444,10:48,YB UP,YB DN,18:26,05:20,07:38,Yes,319,YB UP,11:03,DW UP,11:59,56,53,No StepBack
444,,,,,,,,312,DW DN,12:52,YB DN,13:48,56,0,No StepBack
444,,,,,,,,312,YB DN,13:48,YB UP,14:36,48,30,332
444,,,,,,,,320,YB DN,15:06,YB UP,15:54,48,0,328
444,,,,,,,,328,YB UP,15:54,DW UP,16:50,56,30,No StepBack
444,,,,,,,,304,DW DN,17:20,YB DN,18:16,56,0,No StepBack
,,,,,,,,,,,,,
238,10:56,DW DN,DW UP,18:40,05:24,07:44,Yes,309,DW DN,11:11,YB DN,12:07,56,0,No StepBack
238,,,,,,,,309,YB DN,12:07,YB UP,12:55,48,34,310
238,,,,,,,,318,YB UP,13:29,DW UP,14:25,56,0,No StepBack
238,,,,,,,,318,DW UP,14:25,DW DN,15:17,52,50,336
238,,,,,,,,302,DW DN,16:07,YB DN,17:03,56,31,No StepBack
238,,,,,,,,319,YB UP,17:34,DW UP,18:30,56,0,No StepBack
,,,,,,,,,,,,,
239,11:05,DW UP,DW UP,18:51,05:29,07:46,Yes,336,DW UP,11:20,DW DN,12:13,53,0,302
239,,,,,,,,302,DW DN,12:13,YB DN,13:09,56,31,No StepBack
239,,,,,,,,336,YB UP,13:40,DW UP,14:36,56,0,No StepBack
239,,,,,,,,336,DW UP,14:36,DW DN,15:28,52,50,311
239,,,,,,,,332,DW DN,16:18,YB DN,17:14,56,31,No StepBack
239,,,,,,,,330,YB UP,17:45,DW UP,18:41,56,0,No StepBack
,,,,,,,,,,,,,
240,11:07,DW DN,DW DN,18:59,05:30,07:52,Yes,310,DW DN,11:22,YB DN,12:19,57,31,No StepBack
240,,,,,,,,317,YB UP,12:50,DW UP,13:46,56,55,No StepBack
240,,,,,,,,311,DW UP,14:41,DW DN,15:34,53,0,315
240,,,,,,,,315,DW DN,15:34,YB DN,16:30,56,31,No StepBack
240,,,,,,,,311,YB UP,17:01,DW UP,17:57,56,0,No StepBack
240,,,,,,,,311,DW UP,17:57,DW DN,18:49,52,0,307
,,,,,,,,,,,,,
445,11:19,YB DN,YB UP,18:23,05:04,07:04,Yes,301,YB DN,11:34,YB UP,12:22,48,50,304
445,,,,,,,,321,YB UP,13:12,DW UP,14:08,56,0,No StepBack
445,,,,,,,,321,DW UP,14:08,DW DN,15:00,52,45,324
445,,,,,,,,316,DW DN,15:45,YB DN,16:41,56,0,No StepBack
445,,,,,,,,316,YB DN,16:41,YB UP,18:13,92,0,313
,,,,,,,,,,,,,
446,11:24,YB DN,YB DN,18:54,05:10,07:30,Yes,335,YB DN,11:39,YB UP,13:12,93,45,321
446,,,,,,,,315,YB UP,13:57,DW UP,14:53,56,0,No StepBack
446,,,,,,,,315,DW UP,14:53,DW DN,15:45,52,70,316
446,,,,,,,,309,DW UP,16:55,DW DN,17:48,53,0,314
446,,,,,,,,314,DW DN,17:48,YB DN,18:44,56,0,No StepBack
,,,,,,,,,,,,,
241,11:30,DW DN,DW UP,19:19,05:24,07:49,Yes,323,DW DN,11:45,YB DN,12:41,56,0,No StepBack
241,,,,,,,,323,YB DN,12:41,YB UP,13:29,48,33,318
241,,,,,,,,316,YB UP,14:02,DW UP,14:58,56,0,No StepBack
241,,,,,,,,316,DW UP,14:58,DW DN,15:50,52,56,326
241,,,,,,,,308,DW DN,16:46,YB DN,17:42,56,31,No StepBack
241,,,,,,,,313,YB UP,18:13,DW UP,19:09,56,0,No StepBack
,,,,,,,,,,,,,
447,12:01,YB UP,YB DN,19:44,05:23,07:43,Yes,314,YB UP,12:16,DW UP,13:12,56,0,No StepBack
447,,,,,,,,314,DW UP,13:12,DW DN,14:04,52,51,304
447,,,,,,,,321,DW DN,14:55,YB DN,15:51,56,0,No StepBack
447,,,,,,,,321,YB DN,15:51,YB UP,16:38,47,34,327
447,,,,,,,,333,YB UP,17:12,DW UP,18:08,56,30,No StepBack
447,,,,,,,,311,DW DN,18:38,YB DN,19:34,56,0,No StepBack
,,,,,,,,,,,,,
242,12:03,DW DN,DW UP,19:42,05:19,07:39,Yes,307,DW DN,12:18,YB DN,13:14,56,0,No StepBack
242,,,,,,,,307,YB DN,13:14,YB UP,14:02,48,31,316
242,,,,,,,,305,YB DN,14:33,YB UP,15:20,47,0,334
242,,,,,,,,334,YB UP,15:20,DW UP,16:16,56,53,No StepBack
242,,,,,,,,301,DW DN,17:09,YB DN,18:05,56,31,No StepBack
242,,,,,,,,332,YB UP,18:36,DW UP,19:32,56,0,No StepBack
,,,,,,,,,,,,,
448,12:15,YB DN,YB UP,20:15,05:44,08:00,Yes,322,YB DN,12:30,YB UP,13:17,47,0,323
448,,,,,,,,323,YB UP,13:17,DW UP,14:13,56,36,No StepBack
448,,,,,,,,307,DW DN,14:49,YB DN,15:45,56,0,No StepBack
448,,,,,,,,307,YB DN,15:45,YB UP,17:18,93,75,324
448,,,,,,,,327,YB DN,18:33,YB UP,20:05,92,0,314
,,,,,,,,,,,,,
243,12:24,DW UP,DW UP,20:10,05:24,07:46,Yes,329,DW UP,12:39,DW DN,13:31,52,0,308
243,,,,,,,,308,DW DN,13:31,YB DN,14:27,56,50,No StepBack
243,,,,,,,,328,YB DN,15:17,YB UP,16:05,48,0,325
243,,,,,,,,325,YB UP,16:05,DW UP,17:01,56,36,No StepBack
243,,,,,,,,327,DW DN,17:37,YB DN,18:33,56,31,No StepBack
243,,,,,,,,328,YB UP,19:04,DW UP,20:00,56,0,No StepBack
,,,,,,,,,,,,,
244,12:31,DW DN,DW DN,20:23,05:50,07:52,Yes,306,DW DN,12:46,YB DN,13:42,56,0,No StepBack
244,,,,,,,,306,YB DN,13:42,YB UP,15:15,93,52,330
244,,,,,,,,318,YB DN,16:07,YB UP,17:40,93,0,312
244,,,,,,,,312,YB UP,17:40,DW UP,18:36,56,45,No StepBack
244,,,,,,,,302,DW UP,19:21,DW DN,20:13,52,0,334
,,,,,,,,,,,,,
245,13:10,DW DN,DW UP,19:58,04:32,06:48,Yes,313,DW DN,13:25,YB DN,14:21,56,0,No StepBack
245,,,,,,,,313,YB DN,14:21,YB UP,15:09,48,50,305
245,,,,,,,,309,YB UP,15:59,DW UP,16:55,56,30,No StepBack
245,,,,,,,,320,DW DN,17:25,YB DN,18:21,56,31,No StepBack
245,,,,,,,,304,YB UP,18:52,DW UP,19:48,56,0,No StepBack
,,,,,,,,,,,,,
449,13:38,YB DN,YBD,21:15,05:27,07:37,Yes,330,YB DN,13:53,YB UP,15:26,93,45,301
449,,,,,,,,314,YB UP,16:11,DW UP,17:07,56,0,No StepBack
449,,,,,,,,314,DW UP,17:07,DW DN,17:59,52,50,322
449,,,,,,,,307,DW DN,18:49,YB DN,19:45,56,0,No StepBack
449,,,,,,,,307,YB DN,19:45,LN,20:30,45,0,316
449,,,,,,,,316,LN,20:30,YBD,20:55,25,0,No StepBack
,,,,,,,,,,,,,
246,13:44,DW DN,DW UP,21:33,05:24,07:49,Yes,335,DW DN,13:59,YB DN,14:55,56,0,No StepBack
246,,,,,,,,335,YB DN,14:55,YB UP,15:43,48,33,320
246,,,,,,,,322,YB UP,16:16,DW UP,17:12,56,0,No StepBack
246,,,,,,,,322,DW UP,17:12,DW DN,18:04,52,56,321
246,,,,,,,,316,DW DN,19:00,YB DN,19:56,56,31,No StepBack
246,,,,,,,,333,YB UP,20:27,DW UP,21:23,56,0,No StepBack
,,,,,,,,,,,,,
450,13:55,YB DN,YBD,21:49,05:22,07:54,Yes,331,YB DN,14:10,YB UP,14:58,48,0,313
450,,,,,,,,313,YB UP,14:58,DW UP,15:54,56,58,No StepBack
450,,,,,,,,305,DW DN,16:52,YB DN,17:48,56,0,No StepBack
450,,,,,,,,305,YB DN,17:48,YB UP,19:20,92,59,325
450,,,,,,,,312,YB DN,20:19,LN,21:04,45,0,332
450,,,,,,,,332,LN,21:04,YBD,21:29,25,0,No StepBack
,,,,,,,,,,,,,
451,14:01,YB DN,YB UP,21:52,05:45,07:51,Yes,329,YB DN,14:16,YB UP,15:48,92,62,308
451,,,,,,,,336,YB UP,16:50,DW UP,17:46,56,0,No StepBack
451,,,,,,,,336,DW UP,17:46,DW DN,18:38,52,39,311
451,,,,,,,,308,DW DN,19:17,YB DN,20:13,56,0,No StepBack
451,,,,,,,,308,YB DN,20:13,YB UP,21:42,89,0,315
,,,,,,,,,,,,,
452,14:04,YB UP,VASI,22:04,05:41,08:00,Yes,319,YB UP,14:19,DW UP,15:15,56,0,No StepBack
452,,,,,,,,319,DW UP,15:15,DW DN,16:07,52,34,302
452,,,,,,,,306,DW DN,16:41,YB DN,17:37,56,50,No StepBack
452,,,,,,,,328,YB DN,18:27,YB UP,19:15,48,0,309
452,,,,,,,,309,YB UP,19:15,DW UP,20:11,56,30,No StepBack
452,,,,,,,,320,DW DN,20:41,YB DN,21:37,56,0,No StepBack
452,,,,,,,,320,YB DN,21:37,VASI,21:54,17,0,No StepBack
,,,,,,,,,,,,,
247,14:12,DW DN,NFD,22:03,05:22,07:51,Yes,317,DW DN,14:27,YB DN,15:23,56,0,No StepBack
247,,,,,,,,317,YB DN,15:23,YB UP,16:55,92,75,310
247,,,,,,,,329,YB DN,18:10,YB UP,19:43,93,0,320
247,,,,,,,,320,YB UP,19:43,DW UP,20:39,56,39,No StepBack
247,,,,,,,,307,DW UP,21:18,NFD,21:43,25,0,No StepBack
,,,,,,,,,,,,,
248,14:23,DW DN,JPW SDG,22:19,05:29,07:56,Yes,310,DW DN,14:38,YB DN,15:34,56,0,No StepBack
248,,,,,,,,310,YB DN,15:34,YB UP,17:06,92,51,307
248,,,,,,,,331,YB UP,17:57,DW UP,18:53,56,30,No StepBack
248,,,,,,,,312,DW DN,19:23,YB DN,20:19,56,31,No StepBack
248,,,,,,,,319,YB UP,20:50,JPW,21:34,44,0,No StepBack
248,,,,,,,,319,JPW,21:34,JPW SDG,21:59,25,0,No StepBack
,,,,,,,,,,,,,
249,14:28,DW DN,DSTO,22:26,05:39,07:58,Yes,322,DW DN,14:43,YB DN,15:40,57,0,No StepBack
249,,,,,,,,322,YB DN,15:40,YB UP,16:27,47,53,321
249,,,,,,,,331,YB DN,17:20,YB UP,18:08,48,0,303
249,,,,,,,,303,YB UP,18:08,DW UP,19:04,56,30,No StepBack
249,,,,,,,,332,DW DN,19:34,YB DN,20:30,56,31,No StepBack
249,,,,,,,,330,YB UP,21:01,DW UP,21:57,56,0,No StepBack
249,,,,,,,,330,DW UP,21:57,DSTO,22:16,19,0,No StepBack
,,,,,,,,,,,,,
453,14:34,YB DN,YB UP,22:33,05:54,07:59,Yes,314,YB DN,14:49,YB UP,16:22,93,0,304
453,,,,,,,,304,YB UP,16:22,DW UP,17:18,56,61,No StepBack
453,,,,,,,,326,DW UP,18:19,DW DN,19:11,52,0,318
453,,,,,,,,318,DW DN,19:11,YB DN,20:08,57,39,No StepBack
453,,,,,,,,304,YB DN,20:47,YB UP,22:23,96,0,302
,,,,,,,,,,,,,
250,14:45,DW DN,KNR SDG,22:41,05:21,07:56,Yes,324,DW DN,15:00,YB DN,15:56,56,31,No StepBack
250,,,,,,,,321,YB UP,16:27,DW UP,17:23,56,0,No StepBack
250,,,,,,,,321,DW UP,17:23,DW DN,18:16,53,50,323
250,,,,,,,,326,DW DN,19:06,YB DN,20:02,56,39,No StepBack
250,,,,,,,,303,YB DN,20:41,YB UP,21:29,48,0,313
250,,,,,,,,313,YB UP,21:29,KNR,21:56,27,0,No StepBack
250,,,,,,,,313,KNR,21:56,KNR SDG,22:21,25,0,No StepBack
,,,,,,,,,,,,,
454,14:45,YB DN,YBD,22:39,05:21,07:54,Yes,304,YB DN,15:00,YB UP,16:33,93,0,323
454,,,,,,,,323,YB UP,16:33,DW UP,17:29,56,58,No StepBack
454,,,,,,,,336,DW DN,18:27,YB DN,19:23,56,60,No StepBack
454,,,,,,,,315,YB DN,20:23,BCGN,21:37,74,0,331
