,Rake Num,Start Station,Start Time,End Station,End Time,Direction,Service Time
395,703,MKPR,13:56,PBGW DN,14:10,DN,14
396,715,KKDA DN,13:57,MKPR,14:35,DN,38
397,724,KKDA UP,13:57,IPE,14:04,UP,7
398,712,MKPR,14:00,KKDA UP,14:37,UP,37
399,723,IPE,14:01,KKDA DN,14:07,DN,6
400,711,PBGW DN,14:02,IPE,15:01,DN,59
401,708,PBGW UP,14:04,MKPR,14:19,UP,15
402,724,IPE,14:04,PBGW UP,15:04,UP,60
403,713,MKPR,14:06,PBGW DN,14:20,DN,14
404,723,KKDA DN,14:07,MKPR,14:45,DN,38
405,706,KKDA UP,14:07,IPE,14:14,UP,7
406,704,MKPR,14:10,KKDA UP,14:47,UP,37
407,703,PBGW DN,14:10,IPE,15:09,DN,59
408,707,IPE,14:11,KKDA DN,14:17,DN,6
409,706,IPE,14:14,PBGW UP,15:14,UP,60
410,714,PBGW UP,14:14,MKPR,14:29,UP,15
411,719,MKPR,14:16,PBGW DN,14:30,DN,14
412,702,KKDA UP,14:17,IPE,14:24,UP,7
413,707,KKDA DN,14:17,MKPR,14:55,DN,38
414,713,PBGW DN,14:20,IPE,15:19,DN,59
415,708,MKPR,14:20,KKDA UP,14:57,UP,37
416,717,IPE,14:21,KKDA DN,14:27,DN,6
417,702,IPE,14:24,PBGW UP,15:24,UP,60
418,716,PBGW UP,14:24,MKPR,14:39,UP,15
419,721,MKPR,14:26,PBGW DN,14:40,DN,14
420,717,KKDA DN,14:27,MKPR,15:05,DN,38
421,710,KKDA UP,14:27,IPE,14:34,UP,7
422,719,PBGW DN,14:30,IPE,15:29,DN,59
423,714,MKPR,14:30,KKDA UP,15:07,UP,37
424,705,IPE,14:31,KKDA DN,14:37,DN,6
425,718,PBGW UP,14:34,MKPR,14:49,UP,15
426,710,IPE,14:34,PBGW UP,15:34,UP,60
427,715,MKPR,14:36,PBGW DN,14:50,DN,14
428,705,KKDA DN,14:37,MKPR,15:15,DN,38
429,712,KKDA UP,14:37,IPE,14:44,UP,7
